Date,Order,Item Purchased,Sales,Review Rating,Shipping Type,Discount Applied,Promo Code Used
2023-01-22,12-11079-48316,Blouse,2,4.1,Standard,Yes,Yes
2023-01-22,17-11075-48923,Blouse,5,3.5,2-Day Shipping,Yes,Yes
2023-01-22,09-11084-24265,Blouse,4,3.8,Next Day Air,Yes,Yes
2023-01-22,05-11078-29207,Blouse,4,2.6,Express,Yes,Yes
2023-01-22,22-11071-30721,Blouse,3,4.4,Store Pickup,Yes,Yes
2023-01-22,25-11070-63802,Blouse,2,2.6,Express,Yes,Yes
2023-01-22,25-11064-12148,Blouse,1,3.6,Express,Yes,Yes
2023-01-22,06-11074-49052,Blouse,1,4.2,Express,Yes,Yes
2023-01-22,24-11080-02558,Blouse,5,4.6,Standard,Yes,Yes
2023-01-22,19-11070-14795,Blouse,5,3.3,Next Day Air,Yes,Yes
2023-01-22,20-11069-44447,Blouse,2,3.4,Free Shipping,Yes,Yes
2023-01-22,24-11079-41094,Blouse,4,4.4,Next Day Air,Yes,Yes
2023-01-22,19-11068-78787,Blouse,2,4.3,Store Pickup,Yes,Yes
2023-01-22,03-11072-55343,Blouse,3,3.5,Express,Yes,Yes
2023-01-22,06-11076-99250,Blouse,1,4.7,Store Pickup,Yes,Yes
2023-01-22,11-11074-29426,Blouse,1,3.1,Standard,Yes,Yes
2023-01-22,24-11077-01365,Blouse,2,3.6,Next Day Air,Yes,Yes
2023-01-22,01-11080-29419,Blouse,5,4.8,Next Day Air,Yes,Yes
2023-01-22,03-11085-75566,Blouse,3,3.7,Next Day Air,Yes,Yes
2023-01-22,05-11083-36647,Blouse,4,3.2,Express,Yes,Yes
2023-01-22,01-11084-51008,Blouse,1,3.9,Standard,Yes,Yes
2023-01-22,03-11087-28460,Blouse,5,3.5,Free Shipping,Yes,Yes
2023-01-22,3179819405,Skirt,5,2.8,Express,Yes,Yes
2023-01-22,3161695203-resend,Shirt,2,2.7,2-Day Shipping,Yes,Yes
2023-01-22,14-11075-08213,Blouse,1,3.1,Express,Yes,Yes
2023-01-22,17-11075-68487,Blouse,3,3.6,2-Day Shipping,Yes,Yes
2023-01-22,3166794417-resend,Shirt,3,2.9,2-Day Shipping,Yes,Yes
2023-01-22,3188618256,Skirt,4,3.6,Store Pickup,Yes,Yes
2023-01-22,3177301745,Shirt,4,3.5,2-Day Shipping,Yes,Yes
2023-01-22,11-11073-75178,Blouse,1,3.5,Free Shipping,Yes,Yes
2023-01-22,20-11071-06282,Blouse,1,2.8,Next Day Air,Yes,Yes
2023-01-22,17-11077-03485,Blouse,4,4.7,Free Shipping,Yes,Yes
2023-01-22,19-11066-53928,Blouse,3,3.1,Express,Yes,Yes
2023-01-22,15-11080-00826,Dress,1,4.9,Free Shipping,Yes,Yes
2023-01-22,24-11079-96532,Blouse,2,4.1,Next Day Air,Yes,Yes
2023-01-22,01-11081-76271,Blouse,2,4.7,Standard,Yes,Yes
2023-01-23,3189390552,Shirt,5,2.5,Free Shipping,Yes,Yes
2023-01-23,13-11085-65578,Blouse,3,4.4,Next Day Air,Yes,Yes
2023-01-23,25-11076-16514,Blouse,2,3.9,Free Shipping,Yes,Yes
2023-01-23,111-1293941-6933058,Skirt,2,3.7,Standard,Yes,Yes
2023-01-23,3180883013,Shirt,4,3.4,Free Shipping,Yes,Yes
2023-01-23,3189205356,Shirt,2,4.8,Free Shipping,Yes,Yes
2023-01-23,25-11076-00672,Blouse,4,4.2,2-Day Shipping,Yes,Yes
2023-01-23,07-11081-16151,Blouse,5,3.4,Store Pickup,Yes,Yes
2023-01-23,3186382946,Skirt,1,2.9,Store Pickup,Yes,Yes
2023-01-23,08-11074-83344,Blouse,5,3.3,Free Shipping,Yes,Yes
2023-01-23,3179959585,Dress,2,4.8,Standard,Yes,Yes
2023-01-23,3186076364,Skirt,4,3.8,Store Pickup,Yes,Yes
2023-01-23,08-11086-87771,Blouse,3,4.6,2-Day Shipping,Yes,Yes
2023-01-23,15-11075-65783,Blouse,1,2.6,Next Day Air,Yes,Yes
2023-01-23,14-11078-38556,Blouse,2,3.4,Free Shipping,Yes,Yes
2023-01-23,14-11077-64197,Dress,4,4.2,Express,Yes,Yes
2023-01-23,3181215415,Shirt,1,3.9,Standard,Yes,Yes
2023-01-23,02-11079-77540,Blouse,5,2.9,2-Day Shipping,Yes,Yes
2023-01-23,113-2381915-4393856,Skirt,5,4.2,Free Shipping,Yes,Yes
2023-01-23,24-11082-84877,Blouse,2,3,Store Pickup,Yes,Yes
2023-01-23,3180360375,Shirt,1,3.6,Next Day Air,Yes,Yes
2023-01-24,09-11044-64466RP,Blouse,1,2.5,Next Day Air,Yes,Yes
2023-01-24,17-11086-71679,Blouse,4,2.6,Express,Yes,Yes
2023-01-24,16-11085-70414,Blouse,2,4.3,Store Pickup,Yes,Yes
2023-01-24,26-11081-16791,Blouse,3,3.3,Express,Yes,Yes
2023-01-24,3181381785,Shirt,5,2.6,Next Day Air,Yes,Yes
2023-01-24,3190054506,Shirt,3,3.6,Free Shipping,Yes,Yes
2023-01-24,3190373902,Shirt,3,2.6,Express,Yes,Yes
2023-01-24,02-11084-38685,Blouse,4,3.5,Standard,Yes,Yes
2023-01-24,03-11092-21010,Blouse,1,3,Store Pickup,Yes,Yes
2023-01-24,22-11082-49158,Blouse,5,5,Standard,Yes,Yes
2023-01-24,12-11089-51428,Blouse,5,2.5,Express,Yes,Yes
2023-01-24,3190479764,Shirt,1,2.9,Store Pickup,Yes,Yes
2023-01-24,16-11087-84852,Blouse,5,4.6,Express,Yes,Yes
2023-01-24,01-11098-50972,Blouse,1,3.6,Free Shipping,Yes,Yes
2023-01-24,3181408529,Shirt,2,3,Store Pickup,Yes,Yes
2023-01-24,3190321774,Shirt,3,4.5,Standard,Yes,Yes
2023-01-24,09-11092-37319,Blouse,3,4.5,Next Day Air,Yes,Yes
2023-01-25,15-11084-22268,Blouse,5,3.2,Store Pickup,Yes,Yes
2023-01-25,07-11096-54000,Blouse,3,4,Next Day Air,Yes,Yes
2023-01-25,07-11096-54005,Blouse,4,4.8,Express,Yes,Yes
2023-01-25,03-11102-06608,Blouse,2,3.7,Free Shipping,Yes,Yes
2023-01-25,18-11086-92070,Blouse,4,3.8,Store Pickup,Yes,Yes
2023-01-25,19-11089-63537,Blouse,4,2.7,Standard,Yes,Yes
2023-01-25,06-11099-51200,Blouse,5,4.9,Store Pickup,Yes,Yes
2023-01-25,11-11093-10882,Blouse,2,3.1,2-Day Shipping,Yes,Yes
2023-01-25,23-11083-40377,Blouse,4,4.2,Next Day Air,Yes,Yes
2023-01-25,14-11083-79047,Blouse,4,3.8,Free Shipping,Yes,Yes
2023-01-26,22-11086-13190,Blouse,4,4.2,Store Pickup,Yes,Yes
2023-01-26,02-11101-38579,Blouse,2,4.6,Store Pickup,Yes,Yes
2023-01-26,03-11105-88807,Blouse,3,4,2-Day Shipping,Yes,Yes
2023-01-26,18-11095-13029,Blouse,4,4,2-Day Shipping,Yes,Yes
2023-01-26,04-11103-17960,Blouse,3,3.8,2-Day Shipping,Yes,Yes
2023-01-26,27-11085-13957,Blouse,2,3.3,Free Shipping,Yes,Yes
2023-01-26,12-11095-10365,Blouse,5,2.6,Free Shipping,Yes,Yes
2023-01-26,24-11105-68691,Blouse,4,4.9,Express,Yes,Yes
2023-01-26,10-11096-79102,Blouse,1,3.5,Next Day Air,Yes,Yes
2023-01-26,17-11094-86096,Blouse,3,2.8,Express,Yes,Yes
2023-01-26,22-11089-72481,Blouse,2,2.6,Store Pickup,Yes,Yes
2023-01-26,02-11100-18036,Dress,1,3.7,Next Day Air,Yes,Yes
2023-01-26,26-11086-25117,Blouse,2,2.7,Standard,Yes,Yes
2023-01-26,23-11086-62449,Blouse,5,3.3,Express,Yes,Yes
2023-01-26,17-11093-97073,Blouse,4,4.6,Next Day Air,Yes,Yes
2023-01-26,06-11089-91066,Dress,3,4.9,Next Day Air,Yes,Yes
2023-01-26,12-11099-39549,Blouse,5,4.9,Store Pickup,Yes,Yes
2023-01-26,09-11091-19045,Blouse,1,2.7,Free Shipping,Yes,Yes
2023-01-26,03-11104-90504,Blouse,5,3.2,Standard,Yes,Yes
2023-01-26,23-11090-93906,Blouse,5,2.9,Store Pickup,Yes,Yes
2023-01-26,03-11105-87243,Blouse,5,3.8,Express,Yes,Yes
2023-01-26,12-11080-12660,Dress,4,3,Next Day Air,Yes,Yes
2023-01-26,13-11096-83143,Blouse,4,3.9,Store Pickup,Yes,Yes
2023-01-27,02-11107-38189,Blouse,4,4.7,Store Pickup,Yes,Yes
2023-01-27,04-11105-04191,Dress,2,4.9,Store Pickup,Yes,Yes
2023-01-27,03-11109-62593,Blouse,5,4.8,Next Day Air,Yes,Yes
2023-01-27,07-11106-02144,Blouse,4,2.5,2-Day Shipping,Yes,Yes
2023-01-27,3191649556,Shirt,1,3.9,Standard,Yes,Yes
2023-01-27,3192210092,Shirt,2,3.4,Standard,Yes,Yes
2023-01-27,10-11096-34478,Dress,1,2.5,Free Shipping,Yes,Yes
2023-01-27,3183719205,Shirt,1,3,Store Pickup,Yes,Yes
2023-01-27,3184156111,Shirt,3,3.6,Next Day Air,Yes,Yes
2023-01-27,3193082646,Shirt,1,3.6,Standard,Yes,Yes
2023-01-27,09-11103-50640,Blouse,5,4.1,Free Shipping,Yes,Yes
2023-01-27,17-11094-62683,Dress,2,3.7,2-Day Shipping,Yes,Yes
2023-01-27,3191327724,Shirt,1,3.1,2-Day Shipping,Yes,Yes
2023-01-27,3184894349,Shirt,2,4.2,Express,Yes,Yes
2023-01-27,3184130201,Shirt,3,4.3,Express,Yes,Yes
2023-01-27,06-11105-62800,Blouse,4,2.5,Express,Yes,Yes
2023-01-27,3191320100,Shirt,3,3.5,Standard,Yes,Yes
2023-01-27,3183538551,Shirt,4,3.1,Free Shipping,Yes,Yes
2023-01-27,3184664959,Shirt,4,2.5,Next Day Air,Yes,Yes
2023-01-27,3183801997,Shirt,5,3.9,Store Pickup,Yes,Yes
2023-01-27,24-11106-54604,Blouse,1,4.9,Express,Yes,Yes
2023-01-27,15-11094-45424,Blouse,2,4.3,Express,Yes,Yes
2023-01-27,27-11002-87864,Dress,3,2.6,Free Shipping,Yes,Yes
2023-01-27,03-11108-33712,Blouse,5,4.2,2-Day Shipping,Yes,Yes
2023-01-27,3192379416,Shirt,2,2.6,Store Pickup,Yes,Yes
2023-01-27,10-11100-95779,Dress,3,3.6,Express,Yes,Yes
2023-01-27,09-11101-54577,Blouse,2,3.2,Express,Yes,Yes
2023-01-27,03-11109-56833,Blouse,1,4.4,Express,Yes,Yes
2023-01-29,3184746677,Shirt,4,3.7,Standard,Yes,Yes
2023-01-29,19-11101-50137,Blouse,5,3.7,Express,Yes,Yes
2023-01-29,3192378522,Shirt,4,4.1,Standard,Yes,Yes
2023-01-29,01-11119-33398,Blouse,1,3.6,Store Pickup,Yes,Yes
2023-01-29,08-11104-00976,Blouse,5,4.3,Express,Yes,Yes
2023-01-29,14-11100-86625,Blouse,1,2.6,Store Pickup,Yes,Yes
2023-01-29,3185624599,Shirt,2,2.9,Express,Yes,Yes
2023-01-29,08-11106-81637,Dress,2,4.2,Next Day Air,Yes,Yes
2023-01-29,14-11106-60404,Blouse,5,4,Free Shipping,Yes,Yes
2023-01-29,3193920374,Skirt,5,4.3,Free Shipping,Yes,Yes
2023-01-29,3194288010,Shirt,2,3,2-Day Shipping,Yes,Yes
2023-01-29,12-11106-16542,Blouse,3,3.5,Express,Yes,Yes
2023-01-29,3185837765,Shirt,2,3,Standard,Yes,Yes
2023-01-29,19-11106-10506,Blouse,2,3.1,Free Shipping,Yes,Yes
2023-01-29,3193298716,Skirt,2,4,Next Day Air,Yes,Yes
2023-01-29,15-11098-04472,Blouse,1,4.1,Standard,Yes,Yes
2023-01-29,06-11113-66699,Blouse,1,3.3,2-Day Shipping,Yes,Yes
2023-01-29,19-11097-13274,Blouse,3,4.9,Standard,Yes,Yes
2023-01-29,17-11099-47439,Blouse,1,3.9,Standard,Yes,Yes
2023-01-29,08-11112-40397,Blouse,4,3.9,Next Day Air,Yes,Yes
2023-01-29,12-11106-85305,Blouse,4,4.8,Store Pickup,Yes,Yes
2023-01-29,13-11109-23250,Blouse,1,2.7,Free Shipping,Yes,Yes
2023-01-29,11-11102-85872,Blouse,5,3.1,Free Shipping,Yes,Yes
2023-01-29,05-11110-72135,Dress,4,3.2,Next Day Air,Yes,Yes
2023-01-29,18-11102-23864,Blouse,5,2.7,2-Day Shipping,Yes,Yes
2023-01-29,19-11102-77928,Blouse,4,2.5,Standard,Yes,Yes
2023-01-29,19-11101-99346,Blouse,5,2.6,Next Day Air,Yes,Yes
2023-01-29,26-11090-39314,Blouse,4,2.9,Standard,Yes,Yes
2023-01-29,22-11104-17811,Blouse,5,4.2,Free Shipping,Yes,Yes
2023-01-29,18-11097-71777,Blouse,2,4.4,Free Shipping,Yes,Yes
2023-01-29,3192392488,Shirt,3,4.1,Free Shipping,Yes,Yes
2023-01-29,13-11105-98743,Blouse,5,3.8,2-Day Shipping,Yes,Yes
2023-01-29,27-11094-42364,Blouse,3,4.9,Next Day Air,Yes,Yes
2023-01-29,20-11104-52738,Blouse,3,4.9,Express,Yes,Yes
2023-01-29,24-11115-19680,Blouse,4,4.1,Free Shipping,Yes,Yes
2023-01-29,3194123258,Shirt,1,3.1,Express,Yes,Yes
2023-01-30,02-11120-16209,Blouse,3,2.7,Next Day Air,Yes,Yes
2023-01-30,02-11121-60422,Blouse,2,3.8,Next Day Air,Yes,Yes
2023-01-30,3196231754,Shirt,5,4.3,Free Shipping,Yes,Yes
2023-01-30,27-11103-72483,Blouse,1,4.1,Express,Yes,Yes
2023-01-30,25-11097-78443,Blouse,4,4.4,Free Shipping,Yes,Yes
2023-01-30,05-11118-47323,Blouse,4,3.6,Express,Yes,Yes
2023-01-30,05-11121-72006,Blouse,4,3.3,2-Day Shipping,Yes,Yes
2023-01-30,3185693533,Shirt,1,3.6,Express,Yes,Yes
2023-01-30,17-11110-72264,Blouse,5,2.8,Free Shipping,Yes,Yes
2023-01-30,12-11115-16303,Blouse,1,4.3,2-Day Shipping,Yes,Yes
2023-01-30,3187834983,Shirt,3,3.9,Store Pickup,Yes,Yes
2023-01-30,24-11122-00093,Blouse,2,2.7,Free Shipping,Yes,Yes
2023-01-30,04-11121-23958,Blouse,2,4.7,Express,Yes,Yes
2023-01-30,20-11106-52596,Blouse,1,3.8,Free Shipping,Yes,Yes
2023-01-30,3196563822,Shirt,2,4.7,Next Day Air,Yes,Yes
2023-01-30,3188467511,Skirt,3,4.7,Express,Yes,Yes
2023-01-30,3196702700,Shirt,4,3.4,Express,Yes,Yes
2023-01-31,3189310231,Skirt,2,3.5,2-Day Shipping,Yes,Yes
2023-01-31,3189146167,Shirt,1,4,Standard,Yes,Yes
2023-01-31,3197834978,Shirt,4,3.3,Free Shipping,Yes,Yes
2023-01-31,3197220576,Shirt,4,4.7,2-Day Shipping,Yes,Yes
2023-01-31,22-11103-87497,Dress,3,2.8,Next Day Air,Yes,Yes
2023-01-31,01-11123-63365,Dress,2,3.3,Express,Yes,Yes
2023-01-31,12-11117-06400,Blouse,4,2.9,Free Shipping,Yes,Yes
2023-01-31,3189144243,Shirt,4,2.8,Standard,Yes,Yes
2023-01-31,09-11118-24859,Blouse,5,4.2,Standard,Yes,Yes
2023-01-31,11-11098-67708,Dress,5,4.4,Express,Yes,Yes
2023-01-31,04-11124-10687,Blouse,2,3.6,Free Shipping,Yes,Yes
2023-01-31,3189085641,Shirt,3,2.7,Express,Yes,Yes
2023-01-31,3197588032,Shirt,3,3.4,Express,Yes,Yes
2023-01-31,3197834856,Shirt,5,2.8,2-Day Shipping,Yes,Yes
2023-01-31,21-11113-65531,Blouse,1,3.4,Next Day Air,Yes,Yes
2023-01-31,19-11105-49088,Dress,5,2.6,Next Day Air,Yes,Yes
2023-01-31,3197714164,Shirt,4,4.1,Standard,Yes,Yes
2023-01-31,3197500180,Shirt,2,2.9,Store Pickup,Yes,Yes
2023-01-31,24-11123-45191,Blouse,4,2.7,Standard,Yes,Yes
2023-01-31,3197684562,Shirt,4,3.7,Standard,Yes,Yes
2023-01-31,3189462115,Shirt,5,4.3,2-Day Shipping,Yes,Yes
2023-02-01,14-11121-67082,Blouse,3,2.6,2-Day Shipping,Yes,Yes
2023-02-01,22-11109-87182,Blouse,1,4.3,Free Shipping,Yes,Yes
2023-02-01,3189672033,Shirt,4,4.1,Express,Yes,Yes
2023-02-01,09-11124-30760,Blouse,2,4.2,Standard,Yes,Yes
2023-02-01,3189857691,Shirt,4,4.2,2-Day Shipping,Yes,Yes
2023-02-01,3198707500,Shirt,3,3.1,Standard,Yes,Yes
2023-02-01,07-11126-90191,Blouse,4,4.9,Express,Yes,Yes
2023-02-01,3190099727,Shirt,3,4.4,Express,Yes,Yes
2023-02-01,06-11127-37609,Blouse,5,4.4,Standard,Yes,Yes
2023-02-01,03-11130-01929,Blouse,1,3.4,Store Pickup,Yes,Yes
2023-02-01,3190052601,Shirt,3,4.5,2-Day Shipping,Yes,Yes
2023-02-01,25-11114-97006,Blouse,1,4.5,Store Pickup,Yes,Yes
2023-02-01,22-11113-20467,Blouse,2,4.1,Standard,Yes,Yes
2023-02-01,111-6785245-6360243,Skirt,1,3.2,Standard,Yes,Yes
2023-02-01,19-11119-09612,Dress,2,2.7,Store Pickup,Yes,Yes
2023-02-01,17-11116-30267,Blouse,1,3.7,Express,Yes,Yes
2023-02-01,26-11110-35978,Blouse,5,2.6,Store Pickup,Yes,Yes
2023-02-01,576579101254128386,Skirt,2,2.7,Free Shipping,Yes,Yes
2023-02-01,07-11126-16612,Blouse,1,2.7,Express,Yes,Yes
2023-02-01,3190161039,Shirt,3,4.8,Free Shipping,Yes,Yes
2023-02-01,04-11130-47706,Dress,3,4.8,Next Day Air,Yes,Yes
2023-02-01,03-11130-77744,Blouse,5,2.6,Store Pickup,Yes,Yes
2023-02-02,01-11136-91659,Blouse,4,4.5,2-Day Shipping,Yes,Yes
2023-02-02,113-2511132-2284206,Skirt,1,3.2,Express,Yes,Yes
2023-02-02,3190971627,Shirt,4,3.8,Next Day Air,Yes,Yes
2023-02-02,3191274725,Dress,1,4.8,Express,Yes,Yes
2023-02-02,11-11118-48130,Dress,3,4.1,Store Pickup,Yes,Yes
2023-02-02,14-11127-06300,Blouse,4,2.8,Next Day Air,Yes,Yes
2023-02-02,3190730911,Skirt,4,3.9,Store Pickup,Yes,Yes
2023-02-02,19-11123-41854,Blouse,4,4.9,Express,Yes,Yes
2023-02-02,16-11122-31183,Blouse,3,3.4,Standard,Yes,Yes
2023-02-02,15-11126-89950,Blouse,2,4.1,Free Shipping,Yes,Yes
2023-02-02,12-11128-98599,Blouse,5,2.9,Express,Yes,Yes
2023-02-02,3200456258,Dress,5,3.1,2-Day Shipping,Yes,Yes
2023-02-02,3191062563,Shirt,3,3.6,2-Day Shipping,Yes,Yes
2023-02-02,3190719079,Shirt,2,3.5,Standard,Yes,Yes
2023-02-02,112-3272533-4034635,Skirt,1,3.4,Free Shipping,Yes,Yes
2023-02-02,04-11134-86990,Blouse,2,2.9,2-Day Shipping,Yes,Yes
2023-02-02,3199928410,Dress,5,4.7,Store Pickup,Yes,Yes
2023-02-02,113-8094035-9569852,Skirt,4,4.4,Free Shipping,Yes,Yes
2023-02-02,16-11124-34896,Blouse,2,2.6,Standard,Yes,Yes
2023-02-02,10-11125-22591,Blouse,2,4.4,Standard,Yes,Yes
2023-02-02,3191798057,Dress,3,3.7,Next Day Air,Yes,Yes
2023-02-02,3190900539,Dress,1,4.4,Standard,Yes,Yes
2023-02-02,19-11121-94108,Blouse,1,2.5,2-Day Shipping,Yes,Yes
2023-02-03,12-11124-59937,Dress,5,2.6,Next Day Air,Yes,Yes
2023-02-03,24-11132-48284,Blouse,3,5,Store Pickup,Yes,Yes
2023-02-03,08-11133-89844,Blouse,3,4.9,Express,Yes,Yes
2023-02-03,07-11134-81971,Blouse,4,3.7,Store Pickup,Yes,Yes
2023-02-03,06-11131-31117,Dress,4,3.1,Next Day Air,Yes,Yes
2023-02-03,20-11125-43467,Blouse,4,3.2,Express,Yes,Yes
2023-02-03,10-11133-26712,Blouse,1,4.4,Free Shipping,Yes,Yes
2023-02-03,11-11131-45427,Blouse,2,4.3,Next Day Air,Yes,Yes
2023-02-03,18-11128-03320,Dress,3,3,Standard,Yes,Yes
2023-02-03,18-11126-35673,Blouse,4,3.5,2-Day Shipping,Yes,Yes
2023-02-03,09-11132-56625,Blouse,5,3.6,2-Day Shipping,Yes,Yes
2023-02-03,576579968755405735,Skirt,3,3.8,2-Day Shipping,Yes,Yes
2023-02-03,576580221999616738,Skirt,5,3.6,Express,Yes,Yes
2023-02-04,19-11123-17675,Dress,1,4.6,Express,Yes,Yes
2023-02-04,576580668333264968,Skirt,1,2.5,Standard,Yes,Yes
2023-02-04,576580511352066091,Skirt,5,3.5,Store Pickup,Yes,Yes
2023-02-05,3202322198,Shirt,1,4,Free Shipping,Yes,Yes
2023-02-05,3203774498,Dress,4,3.5,Next Day Air,Yes,Yes
2023-02-05,3192767525,Dress,1,3.2,Standard,Yes,Yes
2023-02-05,13-11135-23938,Blouse,4,3.5,Free Shipping,Yes,Yes
2023-02-05,3193103401,Shirt,1,3.4,Free Shipping,Yes,Yes
2023-02-05,3194517661,Dress,3,5,Express,Yes,Yes
2023-02-05,3202524992,Shirt,5,4.5,Store Pickup,Yes,Yes
2023-02-05,3194397879,Shirt,5,2.8,Express,Yes,Yes
2023-02-05,26-11125-92896,Blouse,1,4.9,2-Day Shipping,Yes,Yes
2023-02-05,3194881417,Dress,4,3.1,Store Pickup,Yes,Yes
2023-02-05,3194747927,Shirt,2,4.8,Store Pickup,Yes,Yes
2023-02-05,27-11124-89411,Blouse,5,2.7,Standard,Yes,Yes
2023-02-05,3193223725,Shirt,2,4.6,Express,Yes,Yes
2023-02-05,3202336552,Shirt,3,4.4,Store Pickup,Yes,Yes
2023-02-05,3203514784,Shirt,5,3.2,Express,Yes,Yes
2023-02-05,3203368776,Shirt,3,3,2-Day Shipping,Yes,Yes
2023-02-05,25-11127-82231,Blouse,3,4.9,Standard,Yes,Yes
2023-02-05,19-11135-99492,Dress,1,3.6,Express,Yes,Yes
2023-02-05,3188949395A,Skirt,2,3.8,Next Day Air,Yes,Yes
2023-02-05,3194681183,Shirt,5,2.9,Standard,Yes,Yes
2023-02-05,05-11140-39030,Blouse,3,3.9,Express,Yes,Yes
2023-02-05,3201428142,Shirt,4,3.6,Standard,Yes,Yes
2023-02-05,25-11120-54770,Blouse,4,3.5,Store Pickup,Yes,Yes
2023-02-05,3203795258,Shirt,4,4,Store Pickup,Yes,Yes
2023-02-05,27-11126-30250,Blouse,1,4.8,2-Day Shipping,Yes,Yes
2023-02-05,13-11139-18696,Blouse,2,3.9,Store Pickup,Yes,Yes
2023-02-05,3191952265,Dress,1,4.5,Next Day Air,Yes,Yes
2023-02-05,3200759532,Dress,5,4.8,Standard,Yes,Yes
2023-02-05,3192880849,Shirt,3,2.6,Store Pickup,Yes,Yes
2023-02-05,3194668959,Skirt,3,3.1,Express,Yes,Yes
2023-02-05,23-11121-26269,Blouse,3,4.7,2-Day Shipping,Yes,Yes
2023-02-05,3201625182,Shirt,4,2.9,Next Day Air,Yes,Yes
2023-02-05,14-11133-96768,Dress,5,3.8,Express,Yes,Yes
2023-02-05,3203686276,Shirt,5,3.8,2-Day Shipping,Yes,Yes
2023-02-05,3193411083,Dress,3,3,Standard,Yes,Yes
2023-02-05,11-11141-35093,Blouse,5,4.1,Standard,Yes,Yes
2023-02-05,3192723147,Dress,1,3.4,Express,Yes,Yes
2023-02-05,3203171168,Shirt,1,2.5,Express,Yes,Yes
2023-02-05,3193584053,Shirt,5,4.9,Next Day Air,Yes,Yes
2023-02-05,3192297401,Shirt,4,2.8,Standard,Yes,Yes
2023-02-05,3194453513,Dress,5,4.5,Express,Yes,Yes
2023-02-05,3194415931,Dress,2,4.9,2-Day Shipping,Yes,Yes
2023-02-05,3193844297,Dress,1,4.9,Store Pickup,Yes,Yes
2023-02-05,3195001655,Dress,5,3.5,Free Shipping,Yes,Yes
2023-02-05,3192296347,Shirt,3,3.5,Free Shipping,Yes,Yes
2023-02-05,3194848803,Shirt,1,4.9,Free Shipping,Yes,Yes
2023-02-05,3194582813,Dress,5,3,Express,Yes,Yes
2023-02-05,3203310090,Shirt,5,2.8,Next Day Air,Yes,Yes
2023-02-05,3203768492,Shirt,5,3.7,Standard,Yes,Yes
2023-02-05,22-11126-23786,Blouse,2,3.6,2-Day Shipping,Yes,Yes
2023-02-05,3202955488,Dress,2,3.3,Next Day Air,Yes,Yes
2023-02-05,06-11140-63431,Blouse,4,3.4,Free Shipping,Yes,Yes
2023-02-05,3203781290,Shirt,5,4,Free Shipping,Yes,Yes
2023-02-05,3203020322,Dress,3,4.6,Free Shipping,Yes,Yes
2023-02-05,3201190084,Shirt,3,4.2,Next Day Air,Yes,Yes
2023-02-05,3201235092,Dress,2,2.8,Express,Yes,Yes
2023-02-05,3201645260,Shirt,1,3.7,2-Day Shipping,Yes,Yes
2023-02-05,3203469324,Dress,1,3.4,Standard,Yes,Yes
2023-02-05,3193291777,Shirt,1,3,Express,Yes,Yes
2023-02-06,3196371707,Dress,2,4.8,Standard,Yes,Yes
2023-02-06,3196478191,Dress,5,4,Next Day Air,Yes,Yes
2023-02-06,3196190985,Dress,5,4.9,Next Day Air,Yes,Yes
2023-02-06,3204914684,Shirt,1,4.9,Next Day Air,Yes,Yes
2023-02-06,05-11131-98751,Dress,4,3.3,2-Day Shipping,Yes,Yes
2023-02-06,3196300273,Skirt,3,4.4,Next Day Air,Yes,Yes
2023-02-06,3196000959,Shirt,2,3.5,2-Day Shipping,Yes,Yes
2023-02-06,3195633939,Shirt,3,4.2,Standard,Yes,Yes
2023-02-06,3195922139,Shirt,2,4.2,Standard,Yes,Yes
2023-02-06,3195876493,Shirt,3,2.7,Standard,Yes,Yes
2023-02-06,3204890882,Shirt,5,2.8,Store Pickup,Yes,Yes
2023-02-06,3204748542,Dress,4,3.8,Next Day Air,Yes,Yes
2023-02-06,11-11145-22516,Blouse,3,2.6,Free Shipping,Yes,Yes
2023-02-06,15-11143-29339,Blouse,2,3,2-Day Shipping,Yes,Yes
2023-02-06,3204904838,Dress,3,3.3,2-Day Shipping,Yes,Yes
2023-02-06,3204355318,Shirt,4,4.9,Express,Yes,Yes
2023-02-06,3205137794,Dress,2,3.3,Next Day Air,Yes,Yes
2023-02-06,3204512030,Shirt,2,2.9,2-Day Shipping,Yes,Yes
2023-02-06,3195302277,Shirt,4,4.4,2-Day Shipping,Yes,Yes
2023-02-06,3196102359,Dress,3,3.1,Next Day Air,Yes,Yes
2023-02-06,3204936404,Shirt,4,2.5,Standard,Yes,Yes
2023-02-06,16-11134-66466,Blouse,3,2.6,Next Day Air,Yes,Yes
2023-02-06,3204707834,Shirt,4,4.4,Free Shipping,Yes,Yes
2023-02-06,3195718059,Dress,4,2.6,Next Day Air,Yes,Yes
2023-02-06,04-11147-90816,Blouse,4,3.3,Free Shipping,Yes,Yes
2023-02-06,3195729451,Dress,1,3.5,Express,Yes,Yes
2023-02-06,3204472206,Shirt,3,4.1,Store Pickup,Yes,Yes
2023-02-06,3196212131,Shirt,2,4,Store Pickup,Yes,Yes
2023-02-06,3195879997,Dress,5,2.7,2-Day Shipping,Yes,Yes
2023-02-06,3196317915,Dress,2,2.5,Standard,Yes,Yes
2023-02-06,04-11127-96635,Dress,4,4.3,Next Day Air,Yes,Yes
2023-02-06,3196019981,Dress,5,3.3,Free Shipping,Yes,Yes
2023-02-06,3195807209,Shirt,4,2.6,Express,Yes,Yes
